x,y,id,unit_of_measure,parameter_name,parameter_code,statistic_id,hydrologic_unit_code,state_name,last_modified,begin,end,begin_utc,end_utc,computation_period_identifier,computation_identifier,thresholds,sublocation_identifier,primary,monitoring_location_id,web_description,parameter_description,parent_time_series_id
-84.7027777777778,39.2161111111111,0c49166273014487baa157c538b5a932,ft,Gage height,00065,00011,050800020906,Ohio,2026-05-19 06:55:36.949143,2017-10-01 05:00:00.000001,2026-05-19 06:45:00.000001,2017-10-01 09:00:00+00:00,2026-05-19 10:45:00+00:00,Points,Instantaneous,"[{'Name': 'Operational limit (maximum) approximate height of instrument shelf', 'Type': 'ThresholdAbove', 'Periods': [{'EndTime': '9999-12-31T23:59:59.9999999+00:00', 'StartTime': '0001-01-01T00:00:00.0000000+00:00', 'AppliedTime': '2017-05-28T02:40:29.7320149Z', 'SuppressData': True, 'ReferenceValue': 25, 'SecondaryReferenceValue': 22.5}], 'Severity': 0, 'Description': 'Values above a specified threshold limit', 'DisplayColor': '#CCCCCC', 'ReferenceCode': 'Operational limit - high-Public', 'ProcessingOrder': 'Suppression'}, {'Name': 'Operational limit (minimum) approximate zero of orifice', 'Type': 'ThresholdBelow', 'Periods': [{'EndTime': '9999-12-31T23:59:59.9999999+00:00', 'StartTime': '2025-12-02T08:28:00.0000000-05:00', 'AppliedTime': '2026-05-11T13:56:34.191235Z', 'SuppressData': True, 'ReferenceValue': -0.01, 'SecondaryReferenceValue': 0.2}, {'EndTime': '2023-05-10T00:00:00.0000000-05:00', 'StartTime': '0001-01-01T00:00:00.0000000+00:00', 'AppliedTime': '2017-05-28T02:40:29.9779838Z', 'SuppressData': True, 'ReferenceValue': 0.5, 'SecondaryReferenceValue': 0.7}], 'Severity': 0, 'Description': 'Values below a specified threshold limit', 'DisplayColor': '#666666', 'ReferenceCode': 'Operational limit - low-Public', 'ProcessingOrder': 'Suppression'}, {'Name': 'Flood Stage', 'Type': 'None', 'Periods': [{'EndTime': '9999-12-31T23:59:59.9999999+00:00', 'StartTime': '0001-01-01T00:00:00.0000000+00:00', 'AppliedTime': '2017-05-28T02:40:30.6114235Z', 'SuppressData': False, 'ReferenceValue': 16}], 'Severity': 0, 'Description': 'Display reference value', 'DisplayColor': '#00CCFF', 'ReferenceCode': 'NWISWeb ref level - Public', 'ProcessingOrder': 'Suppression'}, {'Name': ""HIGH ground level at the gage'"", 'Type': 'ThresholdAbove', 'Periods': [{'EndTime': '9999-12-31T23:59:59.9999999+00:00', 'StartTime': '0001-01-01T00:00:00.0000000+00:00', 'AppliedTime': '2017-05-28T02:40:29.7368745Z', 'SuppressData': False, 'ReferenceValue': 22}], 'Severity': 0, 'Description': 'Unspecified threshold value', 'DisplayColor': '#FF9933', 'ReferenceCode': 'AQUARIUS only', 'ProcessingOrder': 'Suppression'}, {'Name': 'LOW normal flow', 'Type': 'ThresholdBelow', 'Periods': [{'EndTime': '9999-12-31T23:59:59.9999999+00:00', 'StartTime': '0001-01-01T00:00:00.0000000+00:00', 'AppliedTime': '2017-05-28T02:40:29.8178793Z', 'SuppressData': False, 'ReferenceValue': 4}], 'Severity': 0, 'Description': 'Unspecified threshold value', 'DisplayColor': '#CC6600', 'ReferenceCode': 'AQUARIUS only', 'ProcessingOrder': 'Suppression'}]",,Primary,USGS-03274615,,"Gage height, feet",
