SW2,ElevRaw,waterStage,flowm3s
2023-01-01 00:00:00,145.26278594971703,148.66278594971703,21.7095633386448
2023-01-01 01:00:00,145.27300381598764,148.67300381598764,22.104341401265675
2023-01-01 02:00:00,145.2924937139906,148.69249371399061,22.450673325463654
2023-01-01 03:00:00,145.3023537593226,148.70235375932262,22.84201165507075
2023-01-01 04:00:00,145.31845775478942,148.71845775478943,23.486970736996774
2023-01-01 05:00:00,145.32757185225321,148.72757185225322,23.855163820111876
2023-01-01 06:00:00,145.33269782278742,148.73269782278743,24.063249208940526
2023-01-01 07:00:00,145.33625775478941,148.73625775478942,24.208187354835694
2023-01-01 08:00:00,145.33412790211844,148.73412790211844,24.121431248156355
2023-01-01 09:00:00,145.33187807211345,148.73187807211346,24.0299234223616
2023-01-01 10:00:00,145.32964011517885,148.72964011517885,23.93903658832944
2023-01-01 11:00:00,145.32829205624725,148.72829205624726,23.88435636824516
2023-01-01 12:00:00,145.32299005851382,148.72299005851383,23.66978127429932
2023-01-01 13:00:00,145.31633400864862,148.71633400864863,23.40150457787117
2023-01-01 14:00:00,145.31272401998163,148.71272401998164,23.256513513952434
2023-01-01 15:00:00,145.31107396331663,148.71107396331664,23.190360954927947
2023-01-01 16:00:00,145.30159816277745,148.70159816277746,22.81192689719635
2023-01-01 17:00:00,145.29604821944244,148.69604821944245,22.591437311619867
2023-01-01 18:00:00,145.29997019450985,148.69997019450986,22.747161782429558
2023-01-01 19:00:00,145.29890426930766,148.69890426930766,22.704796216838254
2023-01-01 20:00:00,145.29278040983687,148.69278040983687,22.462013879938567
2023-01-01 21:00:00,145.29551237357126,148.69551237357126,22.570194450756627
2023-01-01 22:00:00,145.29307042116986,148.69307042116986,22.473487912548954
2023-01-01 23:00:00,145.29075643703607,148.69075643703607,22.38200252615208
2023-01-02 00:00:00,145.29027641437006,148.69027641437006,22.363043108475104
2023-01-02 01:00:00,145.29298617637704,148.69298617637705,22.47015460298786
2023-01-02 02:00:00,145.29232812877845,148.69232812877846,22.444124472636123
2023-01-02 03:00:00,145.28989416731065,148.68989416731065,22.347950123134574
2023-01-02 04:00:00,145.29258018317685,148.69258018317686,22.454093463420868
2023-01-02 05:00:00,145.29536808344645,148.69536808344645,22.56447563648851
2023-01-02 06:00:00,145.29767207891325,148.69767207891326,22.655861758586394
2023-01-02 07:00:00,145.29971802678145,148.69971802678145,22.73713643624197
2023-01-02 08:00:00,145.29930227157425,148.69930227157425,22.720611258773218
2023-01-02 09:00:00,145.30062835543845,148.70062835543845,22.77333638889842
2023-01-02 10:00:00,145.30026842343648,148.70026842343648,22.759020649440775
2023-01-02 11:00:00,145.29719062516386,148.69719062516387,22.636753073718165
2023-01-02 12:00:00,145.30088440530366,148.70088440530367,22.783522568594115
2023-01-02 13:00:00,145.29833623304205,148.69833623304206,22.68223232399531
2023-01-02 14:00:00,145.30019616504404,148.70019616504405,22.756147117498816
2023-01-02 15:00:00,145.29604411064565,148.69604411064566,22.5912743937009
2023-01-02 16:00:00,145.30081802678143,148.70081802678143,22.780881722249813
2023-01-02 17:00:00,145.30078195425023,148.70078195425023,22.779446640535955
2023-01-02 18:00:00,145.30210193158422,148.70210193158422,22.831983144486795
2023-01-02 19:00:00,145.30333600638204,148.70333600638205,22.881144413540326
2023-01-02 20:00:00,145.30603789078543,148.70603789078544,22.988925753131653
2023-01-02 21:00:00,145.30279982052082,148.70279982052082,22.85977942833415
2023-01-02 22:00:00,145.303735553062,148.70373555306202,22.89707003305998
2023-01-02 23:00:00,145.30075952586282,148.70075952586282,22.77855438513015
2023-01-03 00:00:00,145.3028013649342,148.7028013649342,22.859840955920163
2023-01-03 01:00:00,145.30334297734555,148.70334297734556,22.88142223272594
2023-01-03 02:00:00,145.30532699547837,148.70532699547837,22.960547665727347
2023-01-03 03:00:00,145.30844708614237,148.70844708614237,23.085202180210956
2023-01-03 04:00:00,145.31271255802454,148.71271255802455,23.256053731727867
2023-01-03 05:00:00,145.30917836989673,148.70917836989673,23.114457624306898
2023-01-03 06:00:00,145.3172361908353,148.7172361908353,23.43779597256554
2023-01-03 07:00:00,145.3305742610999,148.73057426109992,23.97695692374075
2023-01-03 08:00:00,145.3377161001713,148.7377161001713,24.267662536490768
2023-01-03 09:00:00,145.35195028829912,148.75195028829913,24.455030567835713
2023-01-03 10:00:00,145.37264429509892,148.77264429509893,25.320346779107638
2023-01-03 11:00:00,145.40324218403552,148.80324218403553,26.621745781558733
2023-01-03 12:00:00,145.4245101069711,148.8245101069711,27.541628264930413
2023-01-03 13:00:00,145.4453998916441,148.8453998916441,28.45728277174149
2023-01-03 14:00:00,145.47431376244788,148.87431376244788,29.744337817098465
2023-01-03 15:00:00,145.50870742925767,148.90870742925767,31.304826264584502
2023-01-03 16:00:00,145.53025759925268,148.93025759925268,32.29878922613686
