SW2,ElevRaw,waterStage,flowm3s
2023-01-01 00:00:00,145.26278594971703,148.66278594971703,25.947891198505356
2023-01-01 01:00:00,145.27300381598764,148.67300381598764,26.419741233287432
2023-01-01 02:00:00,145.2924937139906,148.69249371399061,26.833687057414686
2023-01-01 03:00:00,145.3023537593226,148.70235375932262,27.30142582489022
2023-01-01 04:00:00,145.31845775478942,148.71845775478943,28.07229937145825
2023-01-01 05:00:00,145.32757185225321,148.72757185225322,28.51237427815646
2023-01-01 06:00:00,145.33269782278742,148.73269782278743,28.76108388806893
2023-01-01 07:00:00,145.33625775478941,148.73625775478942,28.93431810662672
2023-01-01 08:00:00,145.33412790211844,148.73412790211844,28.830624725889106
2023-01-01 09:00:00,145.33187807211345,148.73187807211346,28.721251954521225
2023-01-01 10:00:00,145.32964011517885,148.72964011517885,28.612621410274162
2023-01-01 11:00:00,145.32829205624725,148.72829205624726,28.54726604686473
2023-01-01 12:00:00,145.32299005851382,148.72299005851383,28.29079975573005
2023-01-01 13:00:00,145.31633400864862,148.71633400864863,27.970147772941402
2023-01-01 14:00:00,145.31272401998163,148.71272401998164,27.796850305247897
2023-01-01 15:00:00,145.31107396331663,148.71107396331664,27.71778287412115
2023-01-01 16:00:00,145.30159816277745,148.70159816277746,27.26546766157384
2023-01-01 17:00:00,145.29604821944244,148.69604821944245,27.00193220083254
2023-01-01 18:00:00,145.29997019450985,148.69997019450986,27.188058543517748
2023-01-01 19:00:00,145.29890426930766,148.69890426930766,27.137422007472384
2023-01-01 20:00:00,145.29278040983687,148.69278040983687,26.84724161256882
2023-01-01 21:00:00,145.29551237357126,148.69551237357126,26.976542125784693
2023-01-01 22:00:00,145.29307042116986,148.69307042116986,26.860955704609193
2023-01-01 23:00:00,145.29075643703607,148.69075643703607,26.751609753451632
2023-01-02 00:00:00,145.29027641437006,148.69027641437006,26.728948915027793
2023-01-02 01:00:00,145.29298617637704,148.69298617637705,26.856971637658003
2023-01-02 02:00:00,145.29232812877845,148.69232812877846,26.825859681156903
2023-01-02 03:00:00,145.28989416731065,148.68989416731065,26.710909347148522
2023-01-02 04:00:00,145.29258018317685,148.69258018317686,26.837774904149022
2023-01-02 05:00:00,145.29536808344645,148.69536808344645,26.96970683535997
2023-01-02 06:00:00,145.29767207891325,148.69767207891326,27.07893414298748
2023-01-02 07:00:00,145.29971802678145,148.69971802678145,27.176075962935858
2023-01-02 08:00:00,145.29930227157425,148.69930227157425,27.15632459805088
2023-01-02 09:00:00,145.30062835543845,148.70062835543845,27.2193431820074
2023-01-02 10:00:00,145.30026842343648,148.70026842343648,27.202232600643846
2023-01-02 11:00:00,145.29719062516386,148.69719062516387,27.05609489614622
2023-01-02 12:00:00,145.30088440530366,148.70088440530367,27.231517995399514
2023-01-02 13:00:00,145.29833623304205,148.69833623304206,27.110452997208544
2023-01-02 14:00:00,145.30019616504404,148.70019616504405,27.19879807305698
2023-01-02 15:00:00,145.29604411064565,148.69604411064566,27.001737476674823
2023-01-02 16:00:00,145.30081802678143,148.70081802678143,27.22836158029595
2023-01-02 17:00:00,145.30078195425023,148.70078195425023,27.226646329574812
2023-01-02 18:00:00,145.30210193158422,148.70210193158422,27.289439462131263
2023-01-02 19:00:00,145.30333600638204,148.70333600638205,27.348198417375233
2023-01-02 20:00:00,145.30603789078543,148.70603789078544,27.477021758007172
2023-01-02 21:00:00,145.30279982052082,148.70279982052082,27.322662375818805
2023-01-02 22:00:00,145.303735553062,148.70373555306202,27.367233173446493
2023-01-02 23:00:00,145.30075952586282,148.70075952586282,27.225579880386963
