SW2,ElevRaw,waterStage,flowm3s
2023-01-01 00:00:00,145.26278594971703,148.66278594971703,4.458469173983722
2023-01-01 01:00:00,145.27300381598764,148.67300381598764,4.7093458335792455
2023-01-01 02:00:00,145.2924937139906,148.69249371399061,5.352310011772209
2023-01-01 03:00:00,145.3023537593226,148.70235375932262,5.690019127474993
2023-01-01 04:00:00,145.31845775478942,148.71845775478943,6.25920850363516
2023-01-01 05:00:00,145.32757185225321,148.72757185225322,6.59089674718656
2023-01-01 06:00:00,145.33269782278742,148.73269782278743,6.780444857716024
2023-01-01 07:00:00,145.33625775478941,148.73625775478942,6.913346180936597
2023-01-01 08:00:00,145.33412790211844,148.73412790211844,6.83370932804875
2023-01-01 09:00:00,145.33187807211345,148.73187807211346,6.749987797909726
2023-01-01 10:00:00,145.32964011517885,148.72964011517885,6.667118188859546
2023-01-01 11:00:00,145.32829205624725,148.72829205624726,6.617398545836982
2023-01-01 12:00:00,145.32299005851382,148.72299005851383,6.423295710932373
2023-01-01 13:00:00,145.31633400864862,148.71633400864863,6.182905985117827
2023-01-01 14:00:00,145.31272401998163,148.71272401998164,6.054065987125028
2023-01-01 15:00:00,145.31107396331663,148.71107396331664,5.995537612249145
2023-01-01 16:00:00,145.30159816277745,148.70159816277746,5.663847818945772
2023-01-01 17:00:00,145.29604821944244,148.69604821944245,5.473099442899443
2023-01-01 18:00:00,145.29997019450985,148.69997019450986,5.607624666465197
2023-01-01 19:00:00,145.29890426930766,148.69890426930766,5.570933760939947
2023-01-01 20:00:00,145.29278040983687,148.69278040983687,5.36201252120474
2023-01-01 21:00:00,145.29551237357126,148.69551237357126,5.454821299527418
2023-01-01 22:00:00,145.29307042116986,148.69307042116986,5.371834386143899
2023-01-01 23:00:00,145.29075643703607,148.69075643703607,5.293666671734862
2023-01-02 00:00:00,145.29027641437006,148.69027641437006,5.27750867731595
2023-01-02 01:00:00,145.29298617637704,148.69298617637705,5.368980511875283
2023-01-02 02:00:00,145.29232812877845,148.69232812877846,5.346709394271486
2023-01-02 03:00:00,145.28989416731065,148.68989416731065,5.264656034522546
2023-01-02 04:00:00,145.29258018317685,148.69258018317686,5.3552356063788045
2023-01-02 05:00:00,145.29536808344645,148.69536808344645,5.449903625628649
